BV12f4y1j7P5 嗨~B站小伙伴，东部战区正式入驻！
BV1Nb4y1U78f 四连招美国正试图胁迫中方接纳阿富汗难民
BV1fq4y167sC MAGA民兵后续：小城基诺沙成为全美政治分裂暴风眼
BV1Yf4y1F74c 莫里森承认中国领导人一年多没接我电话了
BV1qv411T7SW 美加带头开设“安全吸毒中心”，友邦惊诧！
BV12f4y1A7tX 大乱斗？法国反疫苗抗议爆发民众群殴拳打脚踢棍棒相向混乱不堪
BV1DL4y1v7W1 中美元首会晤两艘巨轮共存于地球中国给出新说法【逸语道破】
BV1uR4y1b7sc MAGA17岁民兵大战零元购开审！是故意杀人还是无罪释放？
BV1sb4y1h7Av 内华达“女川普”竞选州长拉票视频连开三枪
BV1Mf4y1u7on 印度作家把印度一城市比作上海，引争议后称实为讽刺
BV1DT4y1Z788 Blah, blah, blah 瑞典环保少女声称各国只会空谈
BV1fv411T7CC 法国天主教人员70年性侵21万儿童，主教团下跪忏悔
BV1EQ4y1z7Pu 日本熊本阿苏山火山突然喷发！
BV1Ky4y1V7Tu 塔利班仿制AK换装M16，美民众：都是我的税！
BV1zP4y157Us 英国一大学设课为卖淫学生提供培训，名额预订一空
BV1Bb4y1B7dT O毒株：突破辉瑞疫苗，抵抗Delta抗体，还爆增传播性
BV1Rr4y1y7D2 谋杀未遂！女子割断26层高空油漆工安全绳
BV1HL411s7nL “中国学生恐惧中流着血走在街道上”——英国谢菲尔德一周八起针对中国留学生恶性袭击
BV1rh411p7KE 被问美军最高将领是否叛国？五角大楼发言人惊了
BV1Vu411o77L 印度骗子一年骗美国人骗出三分之一军费，FBI震怒！！！
BV1su411f7mx 莫迪老仙71岁大寿，携手Yogi仙游北方邦
BV1ig411V7zT 日本富士山将火山大喷发？
BV1CR4y1J78L 美高中隐瞒性侵：觉得是女生就可以进女厕所
BV1c64y187Ut 数万海地难民集结美墨边境，美民众：丧尸围城了！
BV14U4y1F7Ke 以色列一潜水爱好者发现900年前十字军剑
BV1jv411w7H9 911 二十周年，美国变了吗？中国呢？
BV18f4y1g7SC 印军“高强度”训练视频曝光，网友笑翻：确定这不是马戏团吗
BV1Ph411t7eL “人权观察”：督促日本修改法律接受国际难民
BV1jY41147cB MAGA民兵基诺莎枪击案全部无罪！判决背后的精彩拾遗
BV1eL411t7kS 塔利班展示占领阿富汗军阀豪宅：泳池、桑拿房、超大花园……
BV1J44y1v7aR 我国科学家破译部分衰老密码
BV16T4y1Z7gJ 司马南：赢了官司，塌了人设！朱军委屈大哭，弦子依旧不服
BV1u3411y77G 鲍威尔完整接种后新冠逝世-最新新冠后遗症研究告诉你为什么防疫不能放松
BV1Lv411P7zv 拜登“终战”玉音放送：CIA忠勇无双，ISIS必须要剿，不剿不行！
BV1KU4y1T7b3 南非出现“迄今为止最凶猛”新变种，香港已有2例
BV1BP4y1b7hx 美国罗德岛计划开设毒品安全注射点
BV1uh411t7FQ 女儿遭男友拐卖，父亲救出女儿后，将女儿男友绑架杀死并抛尸
BV1DL4y1i7qP 那天，我们跟波士顿圆脸聊了聊美国分裂这事儿
BV1744y1t7L3 原来是这样被卡住的...
BV1jv411377Z 片酬猛涨十倍百倍？日媒称日本声优纷纷跑中国赚钱
BV1Mv411M786 波士顿市长吴弭：你以为是白左，其实比白左还左
BV1mh411J75c 视频曝光！中国边防士兵俘虏大批越境印军，个个被扶蒙眼前行
BV1yA411F7RJ 印度人民党大规模纵火焚烧印共马建筑！邦警站街看戏
BV1VQ4y1Q7tk 老视频曝光！被狙击手狙击瞬间，一名美军士兵疯狂跑向旁边院子但眼看门从里面关闭
BV1fq4y1V7YF 扎心了，特朗普访问沙特收到的礼物，是假货...
BV1kF411h7rQ 约翰逊演讲突然忘词，随后尬聊“小猪佩奇世界”
BV1s44y1876k 印度主持人“犀利发问”，被阿塔发言人“反将一军”
BV1Rq4y1V7j5 美墨边境硝烟弥漫。难民:我们准备好打仗了！
BV1hq4y1d74k 《鱿鱼游戏》被欧洲多国限制播放已有学生模仿暴力游戏
BV1Wg411K7xL 福岛泄漏核辐射物质回流日本
BV1Qq4y137xt 纽约两男子街头枪战：二人狭路相逢，近距离掏枪火拼
BV1zf4y1F7Px CNN：联大气候大会澳大利亚来当大反派。莫里森：又卖我？
BV1MM4y137FS “保护与中国的贸易免受中国威胁？”这部澳剧太应景了
BV1gR4y1J7K1 海地难民涌入美国-沿途各国黑帮形成第三产业链
BV14P4y187aK 中美瑞士对谈：主权，安全，发展利益，一个都不能少！
BV1yq4y1Z73D 拒不防疫，种族歧视，国家污蔑，污名警察，哪来的回哪去。
BV1Hq4y1P7AD 伊拉克战争老兵控诉小布什撒谎：你要道歉！道歉！
BV1iq4y197SJ 拜登紧握拳头表情怪异引热议
BV13h411t78f 俄罗斯与白俄罗斯签署联盟国家一体化法令
BV1Zh411x7Xz 特朗普获跆拳道荣誉黑带九段：再次当选将穿道服去国会
BV1FQ4y1B7Du 美国一新冠死者捐出遗体，却被直播解剖，门票500美元...
BV1q341127UT 洛杉矶：警察内部有十八个黑帮，自称“刽子手”
BV13L411M71w 美国人的感恩节到了，普京这段话很应景
BV1vf4y1w7dg 古巴领导人：拜登在联大的发言厚颜无耻！
BV1M44y1i7Ke 新西兰政府找黑老大出镜宣传疫苗
BV1g44y1h7Pt 旧金山将向暴力分子每月发放300美元，鼓励他们不实施枪支犯罪
BV1Sv411u7NH 加州新政：只要罪犯不犯罪了政府就给他发钱
BV1CQ4y1z7of 英国烧毁近10万头活猪倾倒大批鲜奶
BV1Z3411t7kG 美国确诊飚增，为什么说什么不肯给孩子打疫苗？
BV1444y1t74F 新冠口服药要来了？全球疫情会就此落幕吗？
BV14f4y1J7vE 见人就杀！1天超40人被打死，中方紧急发声：所有中国人快撤
BV1MU4y1N77A Mu毒株抗性高，传染比Delta还强？最新文献出炉
BV1LU4y1w7xv 100岁前纳粹集中营看守挡脸出庭受审，涉嫌共谋屠杀3518人
BV1Gb4y1b7UD 佛州州长邀小学生现身说法反疫苗：曾因拒戴口罩被停学38次
BV18f4y1n7Uw 特朗普：2024我必须回来…（不然）美国会在三年内灭亡
BV1sb4y1h7ps CNN：懂王十宗罪！民调：六成选民根本不听
BV1uQ4y1B7EV 长津湖热映，你知道“联合国军司令部”现在还存在吗？
BV16h411J7RL CIA设立“中国任务中心”，反贼狂喜
BV1dr4y1r7Ns 伊朗：新冠多次重复感染也不会“群体免疫”
BV1Ef4y1E7PQ 【卢克文工作室】朝鲜是怎么走到今天这一步的？（一）：曾被韩国仰望的朝鲜，怎么走到今天这一步的？
BV15R4y1p7Ya MAGA集会竟揪出带枪疑似FBI带节奏卧底
BV1iL411378M 吴弭当选波士顿市长，摆几个事实，你会冷静很多
BV1KF411e7Cc 日本一医院误将厕所用水当做饮用水，已持续近30年
BV15v411G799 美方怀疑普京故意挑选美女翻译分散特朗普注意力，俄罗斯回应
BV1CL411t7qf 几内亚总统绝食抗议兵变，殖民势力觊觎中非合作
BV1zr4y117UV 日本真子公主今日结婚，将脱离皇籍随夫赴美
BV1xL411x7UH 阿富汗塔利班：境内不允许有危害中国恐怖组织
BV1q44y1i7nZ 一周趣闻：脸书改名遭以色列网友嘲笑巴西游客抓起鳄鱼跟人打架
BV18h411b7E7 美国女子列车上遭性侵，乘客不报警还拍视频
BV1jM4y1G7LL 阿塔规定女大学生穿长袍面纱，男女分开上下课
BV1ZL41137eG 既视感？德最高级别军事仪式被评像纳粹游行
BV1qf4y1E746 恐怖！日本油轮船头挂鲸鱼死尸
BV1bL4y1p7To 大离谱！JK罗琳被哈利波特粉丝开除作者籍，遭网暴死亡威胁
BV1gA411F7U5 真“金发”！墨西哥一说唱歌手钻头骨植大金链
BV1BP4y1G7as 俄媒：立陶宛激怒中国纯属愚蠢
BV1hP4y1a72R 阿富汗铜矿向中国开放！，塔利班宣布对华送厚礼，愿意与中国一同开发铜矿
BV13Q4y1S7Wt 美国一妈妈指责学校教育：6岁女儿问我她是否生来邪恶，因为她是白人
BV1N34y1d7Go 卖盐灯的巴基斯坦兄弟包快递包到“崩溃”
BV1vP4y1t7y3 前顾问透露特朗普离任后变化：瘦了约20斤、晒黑了、更快乐了
BV1rg411F7oL 美国女子回家被尾随及时关门躲过一劫
BV1FQ4y1D7TH 日媒反省为何日本国宝级科学家投奔中国
BV1Hg411N7Cz 基诺莎尘埃落定：那些被偏爱的，和被忽视的。
BV1B34y1d72h 澳大利亚环保抗议者逼停全球最大煤炭港口，6000万美元煤炭出口被中断
BV1Hb4y1U72K 阿富汗难民抱怨难民营伙食遭网暴：不满意可以回去
BV1EP4y157d4 巴西劫匪持刀抢劫牙科医院，被正在治疗的患者掏枪击毙
BV1vh411J7AY 金正恩：朝鲜的主要敌人是战争而非美韩
BV1Qf4y1T7e3 布林肯：“搞外必先安内”议员：懂了给所有人发钱
BV1J34y1S7AK 亚洲特快：美国潜艇到底撞上了啥？我来开开脑洞
BV18Q4y1z7Td 这些第一，美国妥妥滴！
BV1eb4y1Y7tP 诺贝尔和平奖菲女记者，CIA和NED亲情赞助
BV1bF411e7f5 印度假媒体的假新闻：塔利班斩首女排球运动员
BV1nv411u7BR 英国环保抗议者坐地示威，司机沟通无果后踩油门向前顶
BV13g411T77P 经历中美视频峰会24小时：白宫集体熬夜加班，布林肯不惜坐红眼航班
BV1344y1b7pE 法国召回驻美国和驻澳大利亚大使，即刻生效
BV1eb4y1Y7pX 美国一女生在厕所被穿裙子男子性侵，男子自称女性，父亲为女儿维权却被判刑
BV1iT4y1R7yn 又炸了，美国为什么和高超音速“八字不合”？【亚洲特快】
BV1444y1h7sd 所罗门群岛总理：外部势力干涉内政，我绝不辞职！
BV1X64y187GB 英国一男子应对油荒骑马出行，高唱一曲揶揄排队加油司机
BV1Sq4y197Xy 美陆军兵器展览会：机器狗加激光制导，有没有搞头？
BV1EP4y157G3 输球后，约旦足协要求检验伊朗女足门将性别
BV1ig411F7NE 印度一飞机被卡在天桥下…
BV15S4y1R7iR 英政府丑闻愈演愈烈，约翰逊终于承认：我把车开阴沟去了
BV1n34y1o7j4 英国女王在气候峰会上视频致辞：没人会长生不老
BV1Pq4y1g7xS 85分钟！哈里斯成为首位短暂掌握美国总统权力的女性
BV1Rb4y1q7mJ 南非惊现新型新冠病毒变种大量变异威力超过德尔塔
BV1VF411e7mZ 美国著名影星亚历克·鲍德温误杀摄影师，因片场道具枪走火
BV1NL4y1h7zc 美国强制台积电三星45天内交出机密数据
BV1eP4y1b7VK 特朗普先生有人模仿你的一切！
BV1cf4y1T791 画面令人捏把汗，俄司机在结冰路面集体漂移过弯
BV1Bu411f7yP 美国政府下个月或将耗尽所有资金
BV1uU4y1A7RH 拜登拉没拉我们不得而知，但美国人很关心总统的健康
BV1Fb4y117zY 塔利班悬挂罪犯尸体示众：警告其他罪犯
BV13R4y1E7sT 马斯克发曹植《七步诗》 网友懵了
BV1eu411f72G 普京西伯利亚度假画面曝光
BV1eq4y1f7wP 日再次批准教改淡化战争罪行，历史不容篡改！
BV1z34y1d7Rz 美国一百货公司遭约80人蒙面抢劫，目击者：太疯狂了！像电影一样
BV1kL4y1q7hA 美国以后不分男女了？连爹妈都不能再喊，普京：西方自取灭亡
BV133411C7sS 马斯克发推：迫不及待想玩《原神》
BV1s341127Kj 玻利维亚一名女子在汉堡中吃出手指
BV1Cr4y1y7XZ 法国2022年总统候选人：台湾不是一个国家
BV1VU4y1c723 马斯克公开反对向亿万富豪征新税，白宫回应：相信你们付得起
BV1fq4y1G78q 伊朗一省长就职典礼上被掌掴，袭击者不满妻子被男护士接种疫苗
BV1Eg411V7Um 新变种Mu恐对疫苗有抗药性，已蔓延至40国，美国病例最多
BV1jP4y1Y7sB 朝鲜73周年阅兵现场：军民含泪高呼“誓死保卫金正恩”
BV1KA411F7yq 美主持人盛赞中国房住不炒等政策：美政府该干点实事了
BV1BA411F7m6 人为灾难！仅8月就有20万人非法入境美国，拜登下令驱逐
BV1944y1t7Ck 4分钟回顾911恐袭时间线：4架飞机、3000条生命、20年动荡
BV1Mf4y1w75a 聚焦军队暴力的韩剧播出后，韩国军方宣布将解散追捕逃兵部队
BV1pr4y127DH 当着澳媒的面，新加坡外长称我们与中国关系非常好
BV1RQ4y1D7MZ 俄主持人指责美国女记者引诱普京：试图分散普京注意力
BV1jY41147nf 枪杀2人青年被判无罪引发全美多地爆发示威
BV1ML4y1a7XN 吴海龙怒斥欧盟驻华大使：你在中国待了这么多年后，居然还有这样的见解！我非常震惊
BV1aQ4y1m7MX 紧急事件！波兰军队向白俄罗斯边防开火，战争要来了？
BV1Pu411f7HR 大阪突发停电，坐过山车最害怕的事情发生了...
BV1DP4y1L7MT 瑞典小公举大闹气候大会，他们又开始扯“中国人少吃肉”了
BV1yq4y137nr 普京签字，俄白两国要合并了吗？【差点信了】
BV1zR4y1J7J8 中国发射了“环球导弹”？阴间滤镜啦！【亚洲特快】
BV1ZL4y187Qz 因恐怖主义罪，《卢旺达饭店》主角原型被判刑25年
BV1nR4y1n7hd 特朗普称自己有一张想拯救美国的嘴：这不叫大嘴巴，叫说实话
BV1XQ4y1C7UJ 小男孩一个动作，被土耳其总统敲了敲脑袋
BV18q4y1K7HF 【卢克文工作室】混乱是阶梯：新一轮造富运动即将开始
BV1D44y1Y74W 瑞典首位女首相当选数小时辞职
BV1kT4y1o75A 埃及记者直播遇过路抢劫，劫匪淡定抽烟不知被网友全网“通缉”
BV12q4y1r76i 韩国果农偷种日本葡萄被捉，经销商：日本以前也偷了我们不少
BV1rQ4y1y7y9 国际奥委会禁止朝鲜参加冬奥，理由是未参加2020东奥会
BV1Df4y1T78z 24岁中国学生遭非裔持枪抢劫遇害，留学生请保护好自己
BV1x3411y7GG 司马南：中印边境形势彻底改变，我面临空前战略压力
BV1V44y147B8 “生得汰渍，死得奥妙”美国前国务卿鲍威尔死于新冠了
BV1HL411t7gB 911纪念日当晚，美军驻伊拉克基地遭无人机袭击
BV1f44y1a7i2 查尔斯王子笑谈女王住院：人到95不容易我73岁就觉得很难了
BV1Xq4y1o7nY 终于出手？中国连续4月抛售美债，至少500吨黄金运回国内
BV1uq4y1f7Wv 俄残奥冠军请普京在护照上签名，正要拿出来就被幽默拒绝
BV1iv41137LC 中国援助抵达阿富汗！首批2000户每家50公斤大米，全由女性排队领
BV1yb4y1q799 最凶猛的新型新冠病毒出现，疫苗可能也抵抗不了，香港已经有2例
BV1rY411x7ej 对峙一年死超750人，印农终于战胜莫迪：革命万岁
BV1ph411J7iG 拜登呼吁国会提高债务上限：我们能借是因为我们总能还上
BV1qf4y1E7Bi 吃不到汉堡包，新西兰人急坏了！黑帮成员走私肯德基全家桶被抓
BV1FR4y1n7k9 美国威斯康星州通过法案：允许童工最晚工作至23点
BV1mv41137ZE 塔利班禁止理发店修剪胡须放音乐
BV1Wv411u7BT 司马南：中国武统台湾，俄罗斯如何出手？
BV1dS4y1d72p 布兰妮结束近14年的被监管生活，正式恢复自由
BV1nU4y1M7hs 印度民众在毒泡沫中沐浴庆祝太阳神节
BV1744y147Ww 美国街头发生枪战！因两条名贵犬被抢，女子持枪追击疯狂扫射
BV1EL411u77P BBC记者穿中式军大衣回英国“我绝对是全机场最酷的”
BV1yQ4y1S7x8 可怕！美国男子向熟食店扔燃烧瓶，目击者阻止第二次袭击
BV1jq4y1g764 美国一汽车闯红灯被撞飞后······这展开猝不及防
BV1sP4y1Y7uz 特朗普爆料扎克伯格过去老来白宫拍我马屁
BV1Tv411u7z1 疑似两名印军士兵被武装分子同时狙杀
BV1sh41187WA 开玩笑？为平衡自然，英首相提议可以把人喂给动物吃
BV1CQ4y1q78Z 西班牙女子横穿赛道致车手摔倒错失冠军
BV1y44y1a7dA 感受一下，美国山呼海啸的新“国骂”【观察者头条】
BV1xf4y1u7mc 特朗普称拜登是史上最差总统
BV1n64y1a7rd 福奇回应麻辣鸡接种疫苗致阳痿言论
BV1hh411H7FU “绝不让塞方蒙羞！”得到中俄力挺后，武契奇在美英面前霸气表态
BV1x44y1v7nK 悄悄地，马克龙把法国国旗颜色改了？【观察者头条】
BV17b4y117T1 美军最高将领：我确信特朗普不会攻击中国
BV1yf4y1F7yK 潜艇风波后，马克龙呼吁欧洲丢掉天真
BV1bQ4y1r7EP 俄媒：中国从俄罗斯引进“卡-52”武装直升机
BV1Gg411K7wr 400架私人飞机、13000吨CO₂…拜登等人赴英方式被批环保伪君子
BV1eL4y1p75m 立陶宛奥委会拒绝抵制北京冬奥会
BV1w34y1S76o 演习中，俄罗斯一辆防空战车撞上步兵战车，现场士兵无奈发笑
BV1C34y1S7nR 台风“灿都”横贯日本西部，日气象厅发灾害警报
BV1Mr4y1C7oB 印度一男子虐待狗狗，一头母牛冲来撞倒男子将狗救下
BV1kL411s74D 这是虐待！美反疫苗人士指责给孩子戴口罩的家长是“傻子”
BV15F411e7L2 恐龙在联合国发言：人类不要自我灭绝
BV1vL411x7e5 华盛顿竖起65万白旗纪念新冠死者
BV1gQ4y1D7nR 印度被俘士兵视频泄露在我军悉心照料下遣返印度
BV1JF411e7kJ 日本小岛上升海滩惊现大量美军沉船
BV1434y1m7cK 印度最大“垃圾山”18层楼高，莫迪出台130亿美元清洁计划
