BV1VA411w7jG 【亮记生物鉴定】网络热传生物鉴定34
BV1sh41147Tf 广东省某市重点中学重点班高三生的一天是怎么过的？
BV1Hh411b7bM 9min背完肖八大题：马原救命班（下）【空卡带背】
BV1PT4y1d7NZ 施一公向所有云谷建设者致谢：西湖大学绝不会让你们失望！
BV1hv411M7kK kinship：亲属关系，家属关系
BV1oh411x7QF 武老师，你这个年纪睡得着觉？
BV1C3411t7zs 【张雪峰】学历对我女儿不重要，前提是我已经帮她赚够了钱，她可以不用为了钱去做不想做的事
BV1GF411a7vz 3个学神高效方法论，让你的学习效率暴涨500% | 学神悄咪咪在用的底层心法
BV1iT4y1973A tattoo：纹身
BV1wP4y1V7UF 还有10秒钟交卷，作文没写完！别慌，这样操作能多得20分
BV1bM4y1P7BV 悟了！10分钟搞定？秒懂文言语法！特殊句式？【学过石油的语文老师】
BV1vL4113787 what if：如果…怎么办
BV1GQ4y1S7n9 一定要学习怎样和孩子沟通的方法，学会这些以后你会发现，原来把孩子教育成功，就是平常生活中一句话的事
BV1cY41147SM 英语小作文，15分钟速成，保6争9分！【空卡/英一二通用】
BV1hr4y117Wa ⚠️用 错 丢 人⚠️
BV1pQ4y1U7cL 搞笑英语：冒充 pretend
BV1jS4y1d7GK 这跟你妈为啥要打你，因为她想打，一样毫无道理可言！
BV1uu411o7Rf 当年这道易错倍数题，你现在能做对吗？
BV1b34y1Z7ef 「交传」EDG夺冠赛后采访的翻译小姐姐
BV1Lb4y187RH 【一化】物质的量 知识与解法全集！从零开始全覆盖|高中化学
BV1Zb4y1b7xG 奥巴马演讲口译笔记（带翻译和教学）
BV11P4y1G7W9 速求面积，不知道的同学赶快记住 高一高二高三高中数学高考
BV15u411o7Bb 不服输！从专科到博士，再到985大学老师的逆袭之路
BV1XR4y1t7Ct cheerful：adj. 欢快的，高兴的; 令人高兴的，令人愉快的; 乐观的，开朗的
BV12L4y1i75b 易读错字 | 你读错了吗？这些词的正确读法居然是这样....！
BV1EL41137Zw 22腿姐技巧班 | 纯技巧提炼，5分钟听完所有答题技巧
BV18F411h79p 看了这个你还想读博吗？！！
BV1db4y1h7ay betray：背叛，出卖
BV1oP4y1V76n 考研英语完形速成课，保6分争8分！【空卡】
BV11R4y1x71z 肖大爷点名的五大重点！就差给真题了，今年必考哦！提前背肖四！
BV1Kh411t78A 99%的同学不知道的事！大五老学姐四点血泪忠告
BV1oP4y1V7U6 要想过英语四级，请反复听这50篇真题（音频+双语字幕版）
BV1UT4y1R7XZ A4纸野性背书法 | 最简单最高效 | 背书 | 备考方法 | 学习方法
BV1xT4y1d7wq 都tm是，java首席劝退师
BV1Aq4y1R7Sj 办公室谈话
BV1hq4y197jj 周瑜应该叫刘禅什么？
BV1DR4y1t78a 高中数学“作弊”系列之圆锥曲线
BV1EL41137Zw 22腿姐技巧班 | 纯技巧提炼，5分钟听完所有答题技巧
BV18F411h79p 看了这个你还想读博吗？！！
BV1db4y1h7ay betray：背叛，出卖
BV1oP4y1V76n 考研英语完形速成课，保6分争8分！【空卡】
BV11R4y1x71z 肖大爷点名的五大重点！就差给真题了，今年必考哦！提前背肖四！
BV1Kh411t78A 99%的同学不知道的事！大五老学姐四点血泪忠告
BV1oP4y1V7U6 要想过英语四级，请反复听这50篇真题（音频+双语字幕版）
BV1UT4y1R7XZ A4纸野性背书法 | 最简单最高效 | 背书 | 备考方法 | 学习方法
BV1xT4y1d7wq 都tm是，java首席劝退师
BV1Aq4y1R7Sj 办公室谈话
BV1hq4y197jj 周瑜应该叫刘禅什么？
BV1DR4y1t78a 高中数学“作弊”系列之圆锥曲线
BV1Dr4y1k7uk 清华本科生挑战考研冲刺时间表，高效学习14h，可操作性极强！
BV1Bh411t7c3 世界语言是个圈
BV11q4y1B7bD 四六级翻译部分神级预测
BV1ZL411T7DS 原来喝个牛奶也可以学到这么多的英文。仔细看视频，你会学到很多很多。
BV1Fb4y1a76D 易读错字 | 还在把刘禅shàn念成刘禅chán？
BV1kb4y187mN 考研英语大作文万能模板！直接背！
BV1nq4y1r75C 请你用&quot;如果,,,,就,,,,“造句#清华大学 #街采 #一定要看到最后
BV1Mq4y1V7xz 搞笑英语：秃子 bald
BV16b4y1b7ub Vlog｜“清北的学霸，都很孤独吗？”6:00-23:00一个人如何保持专注与快乐？
BV1nq4y1r7We 当代高中生内卷实录（来自1000微信群）
BV18L4y1p7o2 3min背完腿姐时政，原创口诀！【空卡带背】
BV1Sb4y1q7Un 神气十足：swagger
BV13g411N7cq 高考作文真的8秒判一篇吗？带你揭开真相
BV1yq4y1G7Mw 【作文素材】《明日方舟》写进作文，契合度100%
BV1pu411o7BE Transformer论文逐段精读【论文精读】
BV1m44y1v7j1 【英语博主大挑战】没看过十年日本动画片练不出这种听力
BV1iu411o7PA “你可知‘茴’字有几种写法？”
BV1gY41147eB 弹药概论 - 南京理工大学(精品课)
BV1sg411K7SQ 【哈佛肯尼迪学院】核101-核弹工作原理-中英字幕
BV1mY411x7Ry 【我爱记单词】hobby：业余爱好
BV1sR4y1t7Xh 晨光大容量笔 高考结束后家长攀比的故事
BV1UU4y1u7F9 负一年级语文课本
BV13U4y1u7uA detail：n.细节，枝节；零件vt.详细说明
BV1E34y1Z7MX subconscious：下意识的，潜意识的
BV1kR4y177tj 研究生必看！学会正确读文献是读研的必修技能！如何高效/正确的阅读文献？
BV1PL4y1z77Z 考研后期，容易踩的10个坑！赶紧避开！【空卡】
BV1q341187s5 swell：v. (身体部位)肿胀，膨胀， 使(某物)膨胀，使肿胀
BV1Tr4y117co move：感动，移动
BV1vR4y1t726 男厕里这句英文标语太绝了！
BV1JL4y1q7g8 2022考研数学李林六套卷逐题讲解、解析（数学二）
BV1Hr4y1y7Ta 【日语】学日语先从骂人学起，教你优雅的用日语怼人！
BV1Qq4y1B7hw 有多少考研人靠着这些歌坚持下去？考研的时候一定要听|考研热歌大串烧|感触到哭
BV1uL411u7nz 这个专业太火火火了！但是！你会报吗？
BV16b4y1b7ub Vlog｜“清北的学霸，都很孤独吗？”6:00-23:00一个人如何保持专注与快乐？
BV1nq4y1r7We 当代高中生内卷实录（来自1000微信群）
BV18L4y1p7o2 3min背完腿姐时政，原创口诀！【空卡带背】
BV1Sb4y1q7Un 神气十足：swagger
BV1tR4y1J77P 让雅思考官原地辞职
BV13g411N7cq 高考作文真的8秒判一篇吗？带你揭开真相
BV1yq4y1G7Mw 【作文素材】《明日方舟》写进作文，契合度100%
BV1pu411o7BE Transformer论文逐段精读【论文精读】
BV1g3411y7Aq 别被网上忽悠了。真实的大学。在你看不见的地方，有多少人废寝忘食的努力奋斗。
BV1uv411u7qZ 考研打破假努力的小事
BV1m44y1v7j1 【英语博主大挑战】没看过十年日本动画片练不出这种听力
BV1iu411o7PA “你可知‘茴’字有几种写法？”
BV1gY41147eB 弹药概论 - 南京理工大学(精品课)
BV1sg411K7SQ 【哈佛肯尼迪学院】核101-核弹工作原理-中英字幕
BV1mY411x7Ry 【我爱记单词】hobby：业余爱好
BV15U4y1M7oB 为什么要庆祝？EDG夺冠！绝秒作文素材？【学过石油的语文老师】
BV18r4y1k72d 东京大学硬核入学祝词|東京大学はどのように入学します
BV1DT4y1d7iM 从18线小县城到清华园，你需要有多自律？高中经验分享part4:自律
BV1gS4y1d7Ao 要想过英语六级，请反复听这50篇真题（音频+双语字幕版）
BV1nU4y1F7A9 abolish：废除
BV1vF411e7iW 小兔老师教你使用“捡”和“拣”！
BV1Dv411u7Jf 唐迟阅读真题词组带背！每年都会重复考到，睡前必备！
BV1cq4y1k7jq 大学期间最重要的证，一定要考
BV1jr4y117XP 硕士数学课||数学老师也讲不下去的矩阵理论课堂
BV1M3411b7Sp 从《长津湖》中美国人圣诞节我们的战士吃冻土豆，到今天的第四大主食！永远铭记历史！
BV1nF411Y7wy legalize：合法化
BV1sb4y1b77V 〖四级单词〗costly：adj.昂贵的，价值高的
BV1JT4y197DB 高中最大的情绪黑洞
BV1Pq4y1V7K7 肖秀荣老师最新时政总结 起码30分考点 打死都要听十遍 形势与政策超级浓缩版 2022考研政治
BV1kL4y1q7st 【镇站之宝】1天搞定6000英语单词？！（系统课程+直播答疑）思想家的秘籍：怎么背单词 听力口语阅读写作适合人群：初中、中考、高中、高考、四级、六级、雅思、托福
BV1gh411t7cz 【英语课堂】“教 科 书 式 ”英 语 口 语 教 学 2
BV1MS4y1R7MU 英语听力这样练才有效-100天精听训练之022
BV1Ah41187sP 离谱！我读藤校学到的最想吐槽的东西！
BV1Yv411M7zQ 这些世界地理之最，你知道几个？
BV1JL411g7Sf 听得懂，但是我没有完全懂！
BV1tF411a7t8 抽查！凝华是指什么现象你还记得吗？
BV11Q4y1U7GM 考研政治—谁刷到谁作答（第一期）每天7分钟！（腿姐背诵手册）
BV1KS4y1d7ru 普通二三本同学警惕！考完研才知道的坑！
BV17U4y1c7N2 cherish：珍惜，珍爱
BV1xT4y1R7XP b站最全考研攻略！68专业114学长学姐拉你上岸第1期工科艺术！
BV1gb4y1b7Zn can’t help doing：情不自禁
BV1YM4y1P7Nw 考研英语大作文，14min速成！【空卡/英一英二】
BV19L4y1v7UX 为什么是What&#39;s up?
BV1gQ4y1i7oz 学生得知摊主丈夫患癌排长队买煎饼：悄悄约定不要提生病的事
BV11R4y1t7mC 大学我远离这2点思想后收获了充实与快乐
BV1u3411k74Q slap：耳光，拍打
BV1pU4y1T7zT 油 辅 导
BV1vY411x7Yn fabricate：编造，捏造
BV1g3411k7N9 沉浸式学习vlog 耳机食用/治愈声控 裁纸声 胶带球 diang宝宝
BV11v411T7Sh 本科毕业论文—知网到底有多坑
BV1aq4y1g7o3 真 假 成 语
BV1C3411k78U startle：使吓一跳，使惊奇
BV1Vh41147d9 【空卡】3000人模考发现了这些易错点…【考研避坑】
BV1Qh41147f7 中国选手被骂“yellow banana”，种族歧视何时休？
BV1qv411M7rv 英语听力这样练才有效-100天精听训练之012
BV11Q4y1U7GM 考研政治—谁刷到谁作答（第一期）每天7分钟！（腿姐背诵手册）
BV1KS4y1d7ru 普通二三本同学警惕！考完研才知道的坑！
BV17U4y1c7N2 cherish：珍惜，珍爱
BV1xT4y1R7XP b站最全考研攻略！68专业114学长学姐拉你上岸第1期工科艺术！
BV1gb4y1b7Zn can’t help doing：情不自禁
BV19L4y1v7UX 为什么是What&#39;s up?
BV1YM4y1P7Nw 考研英语大作文，14min速成！【空卡/英一英二】
BV1gQ4y1i7oz 学生得知摊主丈夫患癌排长队买煎饼：悄悄约定不要提生病的事
BV11R4y1t7mC 大学我远离这2点思想后收获了充实与快乐
BV1u3411k74Q slap：耳光，拍打
BV1pU4y1T7zT 油 辅 导
BV1vY411x7Yn fabricate：编造，捏造
BV1g3411k7N9 沉浸式学习vlog 耳机食用/治愈声控 裁纸声 胶带球 diang宝宝
BV11v411T7Sh 本科毕业论文—知网到底有多坑
BV1aq4y1g7o3 真 假 成 语
BV1C3411k78U startle：使吓一跳，使惊奇
BV1Vh41147d9 【空卡】3000人模考发现了这些易错点…【考研避坑】
BV1Qh41147f7 中国选手被骂“yellow banana”，种族歧视何时休？
BV1qv411M7rv 英语听力这样练才有效-100天精听训练之012
BV1U341187BT 感冒的英语怎么说? 学委婉说流鼻涕，鼻屎，打喷嚏，有点&quot;恶心&quot;但是实用英语系列2
BV1U341187BT 感冒的英语怎么说? 学委婉说流鼻涕，鼻屎，打喷嚏，有点&quot;恶心&quot;但是实用英语系列2
BV1WP4y1j76y 📖兔 辅 导📖
BV1kT4y1R7oJ approve：赞成，认可
BV17b4y1t7ZY 据说看完这个视频的考研政治都上了80
BV14f4y1M7eL 7岁男孩掌握5国语言？！互联网让我觉得自己是个废物！
BV1aP4y1b7GV 优秀的大学生，普遍具备这个特点，你还知道哪些？
BV1Kq4y1g7km Lisa口语进步太大了吧！首次独自接受超长英文采访
BV16U4y1g7tU 当我想要改变自己，我就考过了公考、法考、注会专业、税务师和南开大学的研究生，但我没有停下，我还要继续，一起加油！
BV1cu411Z7xL 双一流大学百年校庆排面
BV1D34y1m7Hq 搞笑英语：引爆 detonate
BV1Gv411M7JZ 英语四六级考试，应该准备什么？
BV1mh411b7Dy 10.28早读：我们还是让门开着吧
BV1o3411t7MX 点开此视频你将考研开挂！
BV16P4y157Z3 report：举报，报道，汇报
BV1TQ4y1i7NR 停不下来！这样看英文原版书真的会上瘾！| 保姆级英文带读
BV1gQ4y1Q7XJ 你 懂 什 么 叫 取 名 ？
BV1qL411u7jh 【随便聊聊】DOTA2和LOL背后的意识形态和哲学
BV1Bh41147jQ 〖六级单词〗malicious：adj.恶意的，有敌意的；蓄意的；预谋的；存心不良的
BV1n34y1Z7Nw sagacious：聪明的；明智的
BV1oT4y1o7N6 颠覆认知！&quot;桃李满天下&quot;最初指的是....?
BV1Nh411b75M 大学“水课”做这三件事，不荒废+有意义
BV1CL4y1v7zF 八拜之交是指哪八拜？最后一拜你绝对想不到！
BV12Q4y1i7Kp 完形填空遇上不会的这么蒙，正确率80%以上
BV1kT4y1d7f9 choice：选择
BV1JL411g7k3 【TED】建议全文背诵！TED播放量最高的十篇演讲|中英字幕＋全文文稿
BV1pU4y1T7bt 清朝的微积分书！可能是最难懂的数学教材，100年前清朝数学家把微积分写成天书！
BV1n341187zM 文言文？零基础？从入门到精通！【学过石油的语文老师】
BV1US4y197Q4 聊城大学：第一个知道聊大洗澡水咸的人，对洗澡水做了什么！
BV1z44y1e7E5 【2022国考、省考】申论万能答题模版，嫖起来！
BV1bL4y1B7JL 每天读一段JAVA（纯属娱乐）
BV1qQ4y1U7SP 奥巴马演讲：你为什么要好好学习！（中英文）
BV1Hq4y197qA 竟然48%的人不知道中国最高学历是啥！张雪峰：还说是我粉丝？
BV1xq4y1R7cR inch：英寸
BV1UL4y1i7sM 《你真的很不错》考研版，每天一遍，防止焦虑【空卡/翻跳】
BV1eq4y1R7ar &quot;度&quot; vs &quot;渡&quot; 有无三点水的区别在哪？
BV1Tb4y187qT 【2021最新四级核心单词】1天学会4000单词！英语单词快速记忆，学英语的福音！
BV1Gq4y167Aj 神还原美国高中生社交媒体照片现状，男生版vs女生版，五分钟快速教学 轻松拿捏异性喜欢的照片类型（全英文 练口语 听力素材）
BV1d44y1a7Wn KFC 杯盖上有个好玩的单词，没几个人知道~
BV1r44y1Y7cV 屡试不爽！万能高级分论点模板（独家）！就这次，搞定议论文分论点
BV1qv411M7sS 西安交大校长脱稿演讲，让人受益的一段讲话
BV1wU4y1g73J 联系导师，用这个模版就够了！
BV1LL4y1z7x7 I&#39;d better为啥是I had better? 怎么像个语法错误?
BV1h44y1v7uV 【iPad学英语有被爽到！】资源分享/听说读写全覆盖/精听/外刊/外文原著/不背单词/口语练习/宝藏资源和英语UP主分享
BV1Ch411t7Jr 【高中英语】语填还不能得满分？我不允许
BV1fY411W7MP inflate：给..充气
BV1HL411M7uW 他泰女孩的泰语选修课课堂
BV18L4y1v7LQ 百强名校高一期中数学，都考了些啥？
BV1dP4y1G7ZE 这样的妹妹你几点回家？ abnormal：变态的
BV1L34y1o7ap give oneself away：露出马脚，露馅儿
BV1yU4y1g79B 高三每天凌晨一点半睡，我为什么不困？
BV1eT4y1R7bw 【交大博士】不用傻背！逐句带写，帮你自制作文模板
BV15R4y1t7HW 把不自信留给我，把你熠熠生辉的一面留给别人
BV1Ab4y187e1 改变我一生的好习惯💪十年笔记系统大公开！
BV1cg411K7Rc b站最全考研攻略！68专业114学长学姐拉你上岸第2期人文社科商科
BV1Rq4y1r7XB 1/2！是多少？藏着一段有趣的故事
BV1FP4y1j7pT 【赖世雄】英语听力听不懂？给大家几个技巧
BV1Tf4y1K7FB 【全英采访】我在伦敦学英语Ep.1｜伦敦年轻人也过购物节吗？
BV1iq4y1B7Km 圆锥曲线实用的特殊性质、二级结论、重要方法全梳理！
BV1pL411u78z 日本小孩子就是这样魔性洗脑学五十音的？非常科学！
BV1Er4y1k7zw counterfeit：伪造，仿造
BV15R4y1t7HW 把不自信留给我，把你熠熠生辉的一面留给别人
BV1Ab4y187e1 改变我一生的好习惯💪十年笔记系统大公开！
BV1cg411K7Rc b站最全考研攻略！68专业114学长学姐拉你上岸第2期人文社科商科
BV1Rq4y1r7XB 1/2！是多少？藏着一段有趣的故事
BV12L4y1B7Sz “Water”还不会念？没你想得那么难！彻底教会你！
BV1FP4y1j7pT 【赖世雄】英语听力听不懂？给大家几个技巧
BV1Tf4y1K7FB 【全英采访】我在伦敦学英语Ep.1｜伦敦年轻人也过购物节吗？
BV1pF411e7xT 考研最后60天学到裂开！爷 不 考 了！886
BV1iq4y1B7Km 圆锥曲线实用的特殊性质、二级结论、重要方法全梳理！
BV1pL411u78z 日本小孩子就是这样魔性洗脑学五十音的？非常科学！
BV1Er4y1k7zw counterfeit：伪造，仿造
BV1vq4y1g7yr 四川低头族摔进日本新闻 中日双语
BV1pq4y1g7Bn 真•学霸题！
BV1c34y1U7RH 有些礼物，是必须要收下的，而且还要时不时的再送回来看看！
