BV1VA411w7jG 【亮记生物鉴定】网络热传生物鉴定34
BV1Pr4y1C7xd 看到有人哭时，你会感到兴奋吗？【看了也没啥用】
BV1YL4y1v7yY 家庭小实验之酸碱指示剂，我的世界非黑即白，唯遇见你后色彩斑斓
BV1m341187qR 活了6000万年的海洋最强剑客，头顶一把利刃，海洋里的“电锯狂魔”
BV1KT4y1Z72o 6700米山脉惊现少女古尸，死亡500年面容安详，纪录片
BV1iq4y1d7Db 全网最浪漫化学实验，请你最爱的人看一场最美的“雪花盛宴”吧
BV1xT4y1977n 【大国角斗】天基武器靠谱吗？真实的太空战争会是怎样？
BV15b4y117fw 男子从池塘里捞到丧尸鱼？你不知道的那些鱼类牛逼事
BV1JQ4y1a7Uf 纯天然食品官方并不认可？别被广告骗了！
BV1nv41137Dg 侦探挑战赛（99），福建钞票龙卷风是假的，你又被骗了
BV1xR4y1t7w6 千万别去看国宝帮直播间，看完后我崩溃了！
BV14F411Y7qL 翼展6米的巨无霸航模为何轻如鸿毛？自制一架返祖式遥控飞机
BV1HU4y1F7af 【转载】瞬间爆炸液压成形 将多面体金属罐制成球形壳【屁声版彩蛋】
BV1pQ4y1y7kp 【医学鉴定】网络热门医学视频鉴定26
BV1Uy4y1G7At 不管你问什么，万能网友都能为你解答（142）接上周五140
BV1qf4y1n7Wv 如果跳进装满水银的池子里，会发生什么？能沉下去吗如果跳进装满水银的池子里，会发生什么？能沉下去吗
BV1b64y187FS 【探谜】有些男生的“娘化”，或许是基因导致的！
BV1eq4y1k73A 【大国角斗】电子战打个啥？制电磁权对于现代战争有多重要？
BV1QL411W7iR 全球唯一“隐身”无侦-8战略侦察无人机，首次亮相珠海航展！
BV1jL4y187bY 割脸 患癌，切舌，槟榔从年销千亿到禁止宣传，“恶魔果实&quot;错在哪？
BV12q4y1R7Ms 高中自然地理的千层套路
BV1aQ4y1X7hs 熬夜导致的脱发还有救吗？
BV1BY411x74x 一个很冷的知识 (570)
BV1fq4y1N7mB 720种性别的异形，智慧超过人类
BV1oM4y137Td 【许蓝方博士】【答疑解惑】女朋友飞机场，想大的怎么办？
BV19P4y187Q1 男生在尿尿时，为什么都爱尿在某个物体上？
BV1R44y1Y72C 中国手撕钢，0.015毫米厚，用手就能撕开，7张叠起来还没有1张纸厚！它的作用堪比芯片
BV11R4y1H7rn 每一个俄罗斯方块居然都是有名字的？！！！
BV1wU4y1T7pc 湖北特困户李世益，发现自家老宅价值8亿后，选择无偿捐赠给国家
BV1Q34y1U7gs 你知道莲藕分为七孔藕和九孔藕吗？
BV1jr4y117bf 分享大家最近艾特我的神奇生物
BV1tU4y177QC 玻璃瓶扔到大自然里，真的能存在200万年吗？从科学的角度分析
BV1Zq4y1B7q8 【糊涂科普】边玩边充电，炸的是手机？是我妈！！
BV1Ev411g7sy 女子不孕谎称替闺蜜咨询，脚踏2条船异味绕全身，山东医生：无中生友？
BV1QF411Y7Wp 漂亮的膛线，对，就是你想的那种管子内孔抛光！
BV1Dq4y1B7mD 搬重物记住这个口诀，保护腰椎不受伤！
BV1gh411p77x 军 备 竞 赛 ？
BV1GQ4y1U7zy 钠(III)：钠盐当真皆可溶？
BV1y34y1o7KT 00后深圳中学生对话90岁诺奖得主彭罗斯
BV1aL4y1678A N次方反比引力下的行星轨道（更新P2）
BV1xq4y1N76K 大海里的的“羽毛”是什么？
BV1rY411x7gr 外来入侵！加拿大一枝黄花！【天冬博物日志】【去看植物吧】
BV1Df4y177Wg 能量流动无处不在，纹影成像法带你进入气的世界。
BV1Mf4y1A73W 有人嘲笑神舟十二号技术不行！天舟三号带女性用品，神秘921登月火箭可能年底亮相
BV1rL411s7tt 你见过完整的腰果吗？
BV1zq4y1Z7xc 18岁时剖腹产，丈夫刚去世找对象又想生，山东医生：别气我好好避孕不能生
BV19f4y1T73g 情侣接吻时，为什么不会觉得对方的口水恶心？
BV1Z3411r7Zs 第一届行星防御大会成功召开
BV13q4y1z7ve 高超音速空天飞机被公开！月球背后回来后中国航天开挂？美俄并未公开具有该技术，可能为中国六代战机模式，超乎想象！（2021） @布解探秘
BV1Lr4y117UB 隔夜水能不能喝？早晨不刷牙就喝水卫生吗？
BV1Bq4y1r7c5 喜欢晚睡的女生们，再熬夜就变成“男生”啦
BV1e44y147Kw 女子被传染ai滋，丈夫被蒙在鼓里，山东医生：你也是个苦命的人
BV1of4y177Ej 洗牙前后差距这么大，真实洗牙全过程，酸酸疼疼的感觉
BV1VU4y1P7cy 肝的形态及肝门
BV1LQ4y1S7jA 泡在酒里一年的毒蛇“复活”，开瓶后村民被咬身亡，为何蛇没死？
BV1pg411K7wX 【柴知道】有烟火气的外卖怎么消失了？料理包是黑心外卖的专利吗？
BV1Wq4y1u7fA 一克到底有多重？ ——数据可视化
BV17h411t7aT 一项沿用百年的火车黑科技,带你了解神奇的詹氏车钩【乐识Let&#39;s Learn】
BV1JQ4y1C7tw 寻找中国最古老水果一拐枣
BV1L34y1o78r 手术后裸奔！聊聊麻醉后的那些离谱行为
BV1Lf4y1P7a4 这是猫闻了都想吐的虫子！盘点大家艾特我的神奇昆虫
BV19U4y1F7Gq 刷新月球演化传统认知！嫦娥五号月球样品最新研究成果发布
BV1Y44y1x7bB 网络再现深海未知怪物？分享大家艾特我的神奇生物
BV1Th411p7P9 NO93：红肿火疖子别乱挤 这个方法很简单
BV1yT4y1Z7hA 为什么河流都是弯曲的？爱因斯坦搅动茶水后，发现了真正原因
BV1hr4y1179h 平菇太狠了！居然会自己抓虫子吃！
BV1pT4y1o7QZ 赚翻了！无字铁盒尽然开出红色琉璃！
BV1oY411W7xD 哀牢山4人遇难：一具遗体脱了衣服露出全部肚子，脸上都是笑容
BV1gh411b7UU 一到夏天就猖狂，一到冬天就消失？蚊子冬天都去哪了？
BV1ih411t7kP 媳妇怀孕，还能啪啪吗？
BV1H34y1d7c3 下颌第一磨牙深龋树脂充填
BV1kT4y1o79A 稀世珍宝？我集齐了七颗龙珠！
BV1XU4y1c75E 不管你问什么，万能网友都能为你解答（155）
BV1EL411g7U4 为什么男生更愿意和男生玩？同性才是真爱？
BV1eL4y167sV 【EVA】LCL橙汁真的存在? EVA中你不知道的生物学奇妙知识三则
BV1NU4y1c7E8 带你读懂: 天文物理学界最前沿论文，看看科学家都在忙什么
BV1mQ4y1m7n9 不系鞋带的新高度，来看看直接用气压代替鞋带的鞋什么原理！
BV1M341187s4 地球上最冷和最热的10个地方，你知道零下70度的人是怎么生活的吗
BV16P4y1b7D3 美国挖坑给中国跳？西方纷纷取缔风力发电，为何我国还在大力推广
BV1w44y1e7Tc 我参加了一场四驱车比赛，发现动画片里都是骗人的【差评君】
BV1Ru411o7Xv 燕子过冬去的南方是哪里呢？跨越2.5万公里，终点会让你大吃一惊
BV1CL4y1v7Cc 名叫希望的实验却如此残忍
BV1Jf4y1778L 电解水原理，别眨眼下面就是见证奇迹的时刻
BV1Ef4y1M7gH 小野猪翻垃圾很可怜？快跑 下一秒顶飞你！
BV1XL4113767 老鼠穿毛裤？复活熟鸡蛋？山寨诺贝尔奖？走近科学笑出腹肌！【正经比比】
BV1SL411x7Kt 关于茶的20个冷知识，入门必备，进阶避坑
BV1HQ4y167Hx 蚊子是如何吸血的？
BV1Sq4y197pt 睡觉时身体突然抽搐一下，是大病的征兆？医生告诉你答案？
BV1tQ4y1v7VT 女子长期作息不规律，导致睡眠不足，专家建议：早上要做这1事！
BV1i44y1i7Xx 毒品竟然藏在纸张中
BV1n44y1b7zj 难怪妈妈总让你多喝热水！
BV1L64y1h7gd 4种方法让秃头重新浓密？最后一种一劳永逸
BV1sQ4y1r7P8 【神舟十二号航天员顺利回家】从太空返回地球，他们经历了什么？
BV1GU4y1F7aU 指数爆炸有多可怕？一张对折103次的纸，将超出银河系冲出宇宙？
BV1Vg411N7Es 不管你问什么，万能网友都能为你解答（179）
BV1h34y1m7az 精液鸡蛋还有营养？有人真的吃过！
BV17f4y1n7ui 这种蟹比狗还大，能手撕椰子，却快被人类吃灭绝？
BV1vM4y1P7Kf 阿拉伯地区特有的神奇植物，流下的泪水价值千金，被称为白色黄金
BV1cf4y13773 肉味香料曾卖出7万一斤的天价？
BV1nQ4y1k7N1 鸟笼效应：为什么你总是爱买些不需要的东西？
BV1nh411s7Te 掏出嵌在牙齿里的金属
BV1gQ4y1U7d5 +3价的锰——锰最美丽的价态
BV1kb4y1q7ds 不打针不吃药艾滋病自己好？人类攻克艾滋还远吗？
BV1jr4y1Q7Aa 植物上出现的“白色沫沫”，老人常说它是毒蛇口水，这是真的吗？
BV1XL411T7Tu 【宇宙杂谈】银河系中心真的是黑洞吗？[No.042]
BV1EM4y1g7Yi 为什么π^π^π^π可能是一个整数？
BV1hT4y1d7Cy 算命是封建迷信吗？带你看看老祖宗的智慧是多么伟大！
BV19r4y127Ff 这到底是人们的记忆出错了还是记忆被篡改了？
BV1Mq4y1o7Fe 世界上卡路里最低和最高的水果，你都吃过几个
BV1Hr4y1Q7yV 没有疫情的四个国家，看看是怎么做到的？是哪四国？
BV1R34y1o7JQ 【热门军事】我在大英造军舰？从零开始的旗舰生活？【花岗岩×强风】
BV1KL411x7Gi 为什么整容一眼就能看出来？协和整形医生教你5招辨真假！
BV17h411n7f5 【皮肤科医生】皮肤上长小血痣，血液病？肝不好？
BV1Fg411T7Sd 给外星人发信息，怎么确保外星人能读懂？
BV1ZU4y1w7FD 【网络热门军事视频鉴定】第十三期
BV1Fq4y1g7Y3 如果你坐着车进太空会怎样？【又见阿诺德】
BV1qM4y137Mn 【HDR】看，那是我们的太空快递员！ 天舟三号发射纪实片
BV1Xi4y1o7cX 不管你问什么，万能网友都能为你解答（182）
BV1fh41147os 【科普观】工人只因捡到一条“钥匙链”，结果被医院割肉剔骨，3年砸进300万才保住命
BV1NL4y1q7Dw 对「性」完全没兴趣，这是病吗？
BV1y3411q7RF 智能马桶用3年，妻子不孕找上身，丈夫直言回家就砸掉
BV1V341117At 气泡为何静止？快递为何停留？苹果为何呼救？来自网友的奇葩问题
BV1d44y1v7tC 火车上的粪便都去哪了？会直接排放到铁轨上吗？原谅我的好奇心
BV1V3411k7gG 《星际穿越》硬核科普第3期，米勒星球上的千米巨浪是如何形成的
BV1H44y1b7Qe 为什么要在高架上种满爬山虎？不怕腐蚀吗？看完佩服国人智慧
BV1fL4y1b7FQ 人体被射中后最痛的部位
BV1yL4y1z7MD 一口气说完真实存在的所有龙【全网最全】
BV1o3411r7R2 失温有多危险？什么是科学的户外御寒术？| 【柴知道×Columbia】
BV17L411s7w6 【水果猎人】树龄最长的玉露香梨，全球仅有九棵
BV1gQ4y167jq 科普：酒精消毒液的威力
BV1pL4y1q7Ra 30岁女性，从来没有洗过牙！从牙龈里涌出的牙石层出不穷
BV1zT4y1o7Zp 有趣的“斑马效应”，条纹究竟是“黑底白条”还是“白底黑条”？
BV1Aq4y137X8 登门槛效应：在得寸进尺的人面前你的善良一文不值
BV1wL41147Jk 30秒让鹅吃掉7斤饭 ,法国人为了吃有多残忍？连鸭肝都当鹅肝卖？
BV1gQ4y1a7tR 惊了！语文课本里居然有那么多好吃的！
BV1G44y1h74b 诡异的镜中世界，这到底是平行世界还是盗梦空间？或者时空扭曲？
BV1XU4y1w7VK 试管婴儿，从小就赢在起跑线上
BV1C64y1Y7Cp 白了，但没全白。
BV1uP4y1L7Uo 鱼擒获黄鳝后舍不得吃，将它整条吐进同伴嘴里，黄鳝；给个痛快吧
BV1DU4y1F7D8 后戏有多重要？
BV1vq4y1K7eW 侦探挑战赛（85），寻找一下网络热门视频的地理位置
BV1AF411a7FV 珠峰6159米居然长草了，霍金早有预示？我们该警醒了
BV15r4y127pE 为什么长城的尽头是大海？看完真相，为国人的智慧点赞
BV1UR4y1p7X5 颠覆你的认知，0.999...循环竟然等于1
BV1JT4y1Z79w 这种花你吃过吗？网友：上辈子吃过
BV15q4y157up 冰川中发现怪兽？
BV1Jb4y187yT 日本北海道又出事了？大量死鱼漂浮在岸上，这是天灾还是人祸？
BV1TP4y1V7jH MP9战术冲锋枪实弹射击，加上消音器基本听不见声音了
BV1AP4y1L7AY 西澳大利亚州为什么一直想要独立？
BV1FL411t7tq NO81：脸上白色小疙瘩 不要抠这样做！
BV1fR4y177LH 熬夜者福音！尝试这些科学自然的方法消除黑眼圈【Mandell博士】
BV1Ef4y1E7g5 【网络热门军事视频鉴定】第十四期
BV1Vv411A7kF 58元一个？星巴克月饼凭啥贵？
BV1tP4y1L7Qs 【EVA】孩子长得不像爹? 用&quot;基因选择性表达&quot;硬核解释使徒为什么千奇百怪
BV15T4y1f7wo 不管你问什么，万能网友都能为你解答（159）
BV1ML4y1h7uU 草履虫被水杀死了
BV1Ch411t7HC 吓哭！咳嗽咳出20条活虫，蛔虫病究竟有多恐怖？
BV1Uf4y1w7kg 能长到8.7米的草见过吗？一次种植能收割15年，它到底有多厉害？
BV1vb4y1y7yn 啪啪啪后，男女都要清洗下面吗？
BV18L4y1p7Px 反式脂肪酸都藏在哪儿了？我们一起来学习。
BV1HL411M745 用绳子支撑世界：直觉被摁在地上摩擦，牛顿棺材板再也盖不住了
BV1Lr4y127kt “痔命一击，命中要害”——肛肠科医生为广大痔友正名，提肛要领一点就会
BV1qq4y1r79e 【柴知道】安眠药危险吗？它真的能拯救失眠？
BV1VQ4y1q7j9 男生为什么都喜欢，让别人叫自己爸爸？
BV1hP4y1h7Zj 恶性杂草的克星，中国小伙发明纯物理除草新方法
BV1qL411g7KG 重磅！印度频繁挑衅后，我国正式通过一项新法案，可直接开火反击
BV1gq4y1r76S 一枝黄花泛滥，相关部门迟迟不处理是谁的错？
BV1vF411a7H8 蚂蟥晒干800元1斤 ，年赚100万的“蛭”富经，为何消失了？
BV1xQ4y1k73n 谁都知道答案 但就是不会解
BV1cu411f79N 曾是妓女、囚犯、异教徒的衣服，现在老流行了
BV1gr4y117Gc 鞋带明明系紧了，为什么还会自己松开？科学家花两年找到了答案
BV1u341117oD 测试世上最大的“回声室”，声音回弹竟长达112秒……
BV1oU4y1u76z “人兽杂交”是创新还是灾难？
BV1dL411x7rp 有趣的科学现象，为什么小船倒过来，还能漂浮在液面上？
BV1v34y1m7ci 【眉山论道】被滥用的蝴蝶效应，违背了最基本的物理学定律
BV1Qr4y117aq 王者农药——百草枯，河南13岁女孩斗嘴喝一瓶百草枯病危！|喝了百草枯应该如何急救？！
BV1hP4y1a7mJ 镜子里的我竟然比相机好看这么多？！到底哪个才是真的我
BV1JU4y1M7NW 【飞哥化学】浓硫酸不小心滴手上怎么办？
BV1ny4y1G7Re 不管你问什么，万能网友都能为你解答（138）
BV1Vv411G7cX 末世由我不由天，废土时代你如何重建文明【生存狂想28】（改）
BV1WP4y1b78m 男性的丁丁多大才正常？
BV1P34y1U74F 全国59%感染幽门螺旋杆菌！口臭/打嗝/胃痛胃胀！
BV1bh411t7Zq 森林里的宝贝实在是太多了...
BV1ZR4y1H7PK 从科学的角度，说怎么挑螃蟹，您见过这样解析挑螃蟹的方式吗
BV1D64y1877d 【梗百科】东风快递，使命必达是啥梗？
BV1CQ4y1k728 吃饭的时候，千万不能看私信！
BV1QL411W7Ku 大盗龙是与霸王龙截然相反的食肉恐龙？它们才是1亿年前最神秘的杀手！【恐龙时代】 #兽脚类篇12
BV16v411A7uh 混凝土是如何被送到600米高度的？混凝土泵的大力出奇迹原理
BV11f4y1g7Gs 【银镜实验】大家心心念念的银镜实验来啦~当神奇的化学遇上浪漫的文案，nice~
BV1Y34y1m77T 韩国首枚国产火箭发射失败！指挥中心气氛沉重，围观群众黯然离场
BV17b4y1a7zj 我为什么买那么多「小玩具」？
BV16F411h72f 中国校服为什么这么丑？
BV16L411u76G 日本女性和服背后的小枕头，究竟有什么用？
BV1kP4y1b7ZL 没有法拉第笼？用家里的漏勺演示一下！
BV1C34y1m76e 我们建模制作了一个有海洋的火星，有海有云有树有生命的火星是什么样子？
BV1gq4y1f7WW 生蚝肚子里黑绿色的是啥？能吃吗？
BV16F411h7TX 医生发生严重误诊，病人怎么样了？
BV1Z3411C7oY 蟹棒居然是仿真食品？
BV1T44y1Y7Z7 一个赞画两遍煤的结构式
BV1DU4y1K7K4 精液进入女性身体会有怎样的感觉呢？
BV1e44y1x7G5 苹果零售店的玻璃有多离谱？
BV17L411s7E1 脂溢性脱发的人每天洗头会不会越洗越少？
BV15h411J7Dw 一颗原子弹的威力有多大？
BV13R4y1J7oj 中国，印度人口金字塔变化！人口寿命增加，后浪起不来
BV1gq4y157m7 我看不懂，但是我大为震撼！
BV1q34y1m7ke 没水也能洗？小鸟洗澡居然和猫主子有一拼！
BV13R4y1J7Ba “J尽而亡”，真的存在吗？
BV1Hf4y177Pt 卡车靠一根铁管子，如何实现独立悬挂和全轮驱动？揭秘太脱拉的中央脊管式车架
BV1nv411G7zN 奇特的钠
BV1cv411M7X7 【小魔】为啥双11总是控制不住买买买？
BV12f4y1H7v4 黑头粉刺，，一招解决！
BV123411t7Dj 日本22岁宅女第一次洗牙，医生不忍直视，臭气熏天，全是牙结石！
BV1pb4y187bq 他创造的函数只有2个值，但无法画出！脑子和高斯做了邻居。
BV1NR4y1J7hR “层流”是什么？混合后的流体还能被复原出来，你知道原理吗？
BV1Fb4y1m7MP 侦探挑战赛（86），地形图上的青藏高原有这么高？你被骗了
BV1qh411H79j 都知道磁铁有磁性，它是如何产生的，为什么会有磁性？
BV1Cv411w759 【合欢皮】专治你忧郁的睡不着觉！
